preco,condominio,iptu,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 2.710,R$ 1.490,R$ 300,Avenida Jamaris,"Flat para alugar com 37 m², 1 quarto, 1 banheiro, 1 vaga emPlanalto Paulista, São Paulo",1.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-planalto-paulista-sao-paulo-37m2-id-2853838761/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 35.000,R$ 3.476,R$ 1.220,Alameda Ministro Rocha Azevedo,"Cobertura para alugar com 197 m², 2 quartos, 4 banheiros, 2 vagas emCerqueira César, São Paulo",2.0,4,197.0,https://www.zapimoveis.com.br/imovel/venda-cobertura-2-quartos-com-piscina-cerqueira-cesar-sao-paulo-197m2-id-2778627541/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 2.700,R$ 1.300,R$ 200,Rua Ouro Branco,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-35m2-id-2858329876/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 15.000,R$ 2.000,R$ 423,Rua Itacema,"Apartamento para alugar com 116 m², 3 quartos, 3 banheiros, 1 vaga emItaim Bibi, São Paulo",3.0,3,116.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-academia-itaim-bibi-sao-paulo-116m2-id-2870066821/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 4.000,R$ 550,R$ 134,Alameda dos Maracatins,"Apartamento para alugar com 30 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-indianopolis-sao-paulo-30m2-id-2859752166/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 3.870,R$ 1.900,R$ 230,Rua Balthazar da Veiga,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-45m2-id-2853404881/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 4.236,R$ 700,R$ 300,Avenida Miruna,"Apartamento para alugar com 27 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,27.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-indianopolis-sao-paulo-27m2-id-2773349398/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 3.300,R$ 1.500,R$ 200,Avenida Rouxinol,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-42m2-id-2853840312/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 5.400,R$ 1.100,R$ 120,Rua Doutor Paulo Vieira,"Apartamento para alugar com 107 m², 3 quartos, 2 banheiros, 1 vaga emSumaré, São Paulo",3.0,2,107.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-cozinha-sumare-sao-paulo-107m2-id-2812061006/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 2.900,R$ 1.300,R$ 300,Rua Doutor João Clímaco Pereira,"Flat para alugar com 38 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,38.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-38m2-id-2853837519/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 4.300,R$ 2.300,R$ 400,Rua Leopoldo Couto Magalhães Júnior,"Flat para alugar com 70 m², 2 quartos, 1 banheiro, 2 vagas emItaim Bibi, São Paulo",2.0,1,70.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-itaim-bibi-sao-paulo-70m2-id-2853836925/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 13.500,R$ 3.000,R$ 800,Rua Constantino de Sousa,"Apartamento para alugar com 171 m², 2 quartos, 3 banheiros, 3 vagas emCampo Belo, São Paulo",2.0,3,171.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-campo-belo-sao-paulo-171m2-id-2853405066/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 4.700,R$ 2.000,R$ 300,Rua Balthazar da Veiga,"Flat para alugar com 66 m², 2 quartos, 1 banheiro, 2 vagas emVila Nova Conceição, São Paulo",2.0,1,66.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-nova-conceicao-sao-paulo-66m2-id-2853835807/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 2.320,R$ 1.390,R$ 290,Rua Gomes de Carvalho,"Flat para alugar com 34 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,34.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-34m2-id-2853399446/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:01
R$ 3.850,R$ 1.800,R$ 300,Rua Haddock Lobo,"Flat para alugar com 46 m², 1 quarto, 1 banheiro, 1 vaga emCerqueira César, São Paulo",1.0,1,46.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-zona-sul-sao-paulo-sp-46m2-id-2846477733/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 18.000,R$ 2.765,R$ 2.316,Rua Doutor Paschoal Imperatriz,"Apartamento para alugar com 205 m², 4 quartos, 6 banheiros, 4 vagas emVila Gertrudes, São Paulo",4.0,6,205.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-brooklin-zona-sul-sao-paulo-sp-205m2-id-2826719722/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 250.000,R$ 10.790,R$ 6.085,Rua Seridó,"Apartamento para alugar com 501 m², 4 quartos, 5 banheiros, 5 vagas emJardim Europa, São Paulo",4.0,5,501.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-jardim-europa-zona-oeste-sao-paulo-sp-501m2-id-2874364692/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 3.562,R$ 2.380,R$ 558,Rua Franz Schubert,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulistano, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulistano-sao-paulo-42m2-id-2853837985/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 4.550,R$ 620,R$ 200,Rua Melo Alves,"Flat para alugar com 30 m², 1 quarto, 1 banheiro emCerqueira César, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-cerqueira-cesar-sao-paulo-30m2-id-2846476175/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 6.100,R$ 1.564,R$ 446,Rua Doutor Tomás Carvalhal,"Apartamento para alugar com 90 m², 1 quarto, 1 banheiro, 1 vaga emParaíso, São Paulo",1.0,1,90.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-paraiso-sao-paulo-90m2-id-2851656013/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.040,R$ 1.800,R$ 160,Rua dos Franceses,"Flat para alugar com 37 m², 1 quarto, 1 banheiro, 1 vaga emMorro dos Ingleses, São Paulo",1.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-morro-dos-ingleses-sao-paulo-37m2-id-2853843723/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 4.000,R$ 2.100,R$ 260,Rua Diogo Jácome,"Flat para alugar com 50 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-50m2-id-2853843124/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.700,R$ 338,R$ 100,Rua Airosa Galvão,"Imóvel para alugar com 27 m², 1 quarto, 1 banheiro emÁgua Branca, São Paulo",1.0,1,27.0,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-mobiliado-agua-branca-sao-paulo-27m2-id-2810120962/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 3.040,R$ 560,,Rua Doutor Penaforte Mendes,"Flat para alugar com 26 m², 1 quarto, 1 banheiro emBela Vista, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-26m2-id-2853399878/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 9.500,R$ 2.400,R$ 654,Alameda Franca,"Apartamento para alugar com 148 m², 2 quartos, 2 banheiros, 1 vaga emJardim Paulista, São Paulo",2.0,2,148.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-jardim-paulista-sao-paulo-148m2-id-2685542447/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 8.000,R$ 1.500,R$ 500,Rua Henri Dunant,"Flat para alugar com 65 m², 2 quartos, 1 banheiro, 1 vaga emSanto Amaro, São Paulo",2.0,1,65.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-santo-amaro-sao-paulo-65m2-id-2745435695/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 11.950,R$ 1.380,R$ 170,Rua Oscar Freire,"Flat para alugar com 156 m², 2 quartos, 3 banheiros, 1 vaga emPinheiros, São Paulo",2.0,3,156.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-com-piscina-pinheiros-sao-paulo-156m2-id-2853400196/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.940,R$ 1.460,R$ 340,Alameda Lorena,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-42m2-id-2853836211/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 10.800,,,Avenida Eusébio Matoso,"Imóvel para alugar com 36 m², 1 quarto, 1 banheiro, 1 vaga emPinheiros, São Paulo",1.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-com-cozinha-pinheiros-sao-paulo-36m2-id-2873992842/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 5.550,R$ 850,R$ 100,Rua Jesuíno Arruda,"Flat para alugar com 35 m², 1 quarto, 1 banheiro emItaim Bibi, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-35m2-id-2853836139/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.745,R$ 1.530,R$ 525,Alameda Lorena,"Flat para alugar com 44 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,44.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-44m2-id-2853405132/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 10.210,R$ 1.160,R$ 630,Rua George Ohm,"Flat para alugar com 107 m², 2 quartos, 2 banheiros, 1 vaga emCidade Monções, São Paulo",2.0,2,107.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-cidade-moncoes-sao-paulo-107m2-id-2853837296/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 3.500,R$ 1.500,R$ 500,Rua Guarará,"Flat para alugar com 45 m², 1 quarto, 2 banheiros, 1 vaga emJardim Paulista, São Paulo",1.0,2,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-45m2-id-2853400760/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.880,R$ 1.200,R$ 220,Alameda Jauaperi,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-35m2-id-2853402120/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.140,R$ 1.490,R$ 270,Avenida Ibirapuera,"Flat para alugar com 30 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-30m2-id-2869038620/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 7.435,R$ 2.000,R$ 565,Rua Balthazar da Veiga,"Flat para alugar com 65 m², 2 quartos, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",2.0,1,65.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-nova-conceicao-sao-paulo-65m2-id-2853473886/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.500,R$ 1.500,R$ 350,Alameda Jauaperi,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-35m2-id-2853828394/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.800,R$ 1.350,R$ 350,Rua Santa Justina,"Flat para alugar com 32 m², 1 quarto, 1 banheiro, 1 vaga emVila Olímpia, São Paulo",1.0,1,32.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-olimpia-sao-paulo-32m2-id-2853826908/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 4.540,R$ 1.900,R$ 560,Alameda Jaú,"Flat para alugar com 44 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,44.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-44m2-id-2811524419/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 55.000,R$ 1.740,,Rua Cordisburgo,"Casa de condomínio para alugar com 800 m², 5 quartos, 6 banheiros, 4 vagas emJardim Leonor, São Paulo",5.0,6,800.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-5-quartos-com-piscina-jardim-leonor-sao-paulo-800m2-id-2720205359/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.700,R$ 1.300,R$ 200,Rua Ouro Branco,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-jardim-paulista-sao-paulo-35m2-id-2853403114/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 4.800,R$ 1.987,R$ 530,Rua Tenente Negrão,"Apartamento para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-itaim-bibi-sao-paulo-35m2-id-2833567614/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 2.700,R$ 450,R$ 1.008,Alameda Raja Gabaglia,"Apartamento para alugar com 24 m², 1 quarto, 1 banheiro emVila Olímpia, São Paulo",1.0,1,24.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-vila-olimpia-sao-paulo-24m2-id-2871364876/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 4.800,R$ 1.900,R$ 400,Rua Urussuí,"Flat para alugar com 70 m², 2 quartos, 1 banheiro, 2 vagas emItaim Bibi, São Paulo",2.0,1,70.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-itaim-bibi-sao-paulo-70m2-id-2853835499/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:24
R$ 16.000,R$ 2.542,R$ 1.164,Rua Haddock Lobo,"Apartamento para alugar com 136 m², 2 quartos, 4 banheiros, 3 vagas emCerqueira César, São Paulo",2.0,4,136.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-america-zona-sul-sao-paulo-sp-136m2-id-2813531242/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 25.000,R$ 2.100,R$ 1.200,Rua Pablo Picasso,"Apartamento para alugar com 241 m², 4 quartos, 6 banheiros, 3 vagas emÁgua Branca, São Paulo",4.0,6,241.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-jardim-das-perdizes-zona-oeste-sao-paulo-sp-241m2-id-2841970995/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 16.300,R$ 2.784,R$ 1.200,Rua Ásia,"Apartamento para alugar com 135 m², 2 quartos, 1 banheiro, 2 vagas emCerqueira César, São Paulo",2.0,1,135.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-jardins-zona-oeste-sao-paulo-sp-135m2-id-2874924173/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 46.900,R$ 2.500,R$ 1.980,Rua Vicente Leporace,"Casa de condomínio para alugar com 427 m², 4 quartos, 7 banheiros, 4 vagas emCampo Belo, São Paulo",4.0,7,427.0,https://www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-mobiliado-campo-belo-sao-paulo-427m2-id-2743412770/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 3.900,R$ 500,R$ 27,Rua Cristiano Viana,"Apartamento para alugar com 26 m², 1 quarto, 1 banheiro emCerqueira César, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-cozinha-cerqueira-cesar-sao-paulo-26m2-id-2811507244/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 9.505,R$ 2.120,R$ 375,Avenida Jandira,"Flat para alugar com 120 m², 3 quartos, 3 banheiros, 2 vagas emIndianópolis, São Paulo",3.0,3,120.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-3-quartos-mobiliado-indianopolis-sao-paulo-120m2-id-2853401125/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 7.250,R$ 1.300,R$ 350,Alameda dos Arapanés,"Flat para alugar com 51 m², 2 quartos, 1 banheiro, 1 vaga emMoema, São Paulo",2.0,1,51.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-com-piscina-moema-sao-paulo-51m2-id-2853401815/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 5.800,R$ 1.150,R$ 250,Rua Osório Duque Estrada,"Flat para alugar com 44 m², 1 quarto, 1 banheiro, 1 vaga emParaíso, São Paulo",1.0,1,44.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-paraiso-sao-paulo-44m2-id-2853405156/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 3.798,R$ 970,R$ 232,Rua Coronel Artur de Paula Ferreira,"Apartamento para alugar com 36 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-academia-vila-nova-conceicao-sao-paulo-36m2-id-2743825166/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 2.650,R$ 550,R$ 100,Rua Cristiano Viana,"Flat para alugar com 26 m², 1 quarto, 1 banheiro emCerqueira César, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-cerqueira-cesar-sao-paulo-26m2-id-2866196060/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 4.800,R$ 1.365,R$ 300,Rua Professor Atílio Innocenti,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-45m2-id-2871739597/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 6.000,,R$ 1.100,Rua Doutor Manuel Carlos de Figueiredo Ferraz,"Casa para alugar com 300 m², 5 quartos, 3 banheiros, 2 vagas emJardim Morumbi, São Paulo",5.0,3,300.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-5-quartos-com-cozinha-jardim-morumbi-sao-paulo-300m2-id-2846307814/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 6.405,R$ 1.820,R$ 275,Rua Leopoldo Couto Magalhães Júnior,"Flat para alugar com 70 m², 2 quartos, 1 banheiro, 2 vagas emItaim Bibi, São Paulo",2.0,1,70.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-itaim-bibi-sao-paulo-70m2-id-2854898189/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 25.000,,R$ 3.200,Rua Salvador de Mendonça,"Casa para alugar com 350 m², 3 quartos, 6 banheiros emJardim Europa, São Paulo",3.0,6,350.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-closet-jardim-europa-sao-paulo-350m2-id-2856431133/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 13.000,,R$ 550,Rua Cancioneiro Popular,"Casa para alugar com 200 m², 3 quartos, 4 banheiros, 2 vagas emSanto Amaro, São Paulo",3.0,4,200.0,https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-santo-amaro-sao-paulo-200m2-id-2729514729/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 3.200,R$ 800,R$ 200,Avenida Rubem Berta,"Flat para alugar com 40 m², 1 quarto, 1 banheiro emIndianópolis, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-40m2-id-2853402765/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 13.310,R$ 2.410,R$ 780,Avenida Jandira,"Flat para alugar com 120 m², 3 quartos, 2 banheiros, 2 vagas emIndianópolis, São Paulo",3.0,2,120.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-3-quartos-mobiliado-indianopolis-sao-paulo-120m2-id-2776422433/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 5.500,R$ 685,R$ 27,Rua Pamplona,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-40m2-id-2775861786/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 3.100,R$ 1.200,R$ 200,Avenida Macuco,"Flat para alugar com 33 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,33.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-33m2-id-2853829065/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 17.500,R$ 1.001,R$ 956,Rua Ministro Luiz Gallotti,"Apartamento para alugar com 175 m², 2 quartos, 3 banheiros, 3 vagas emVila Cordeiro, São Paulo",2.0,3,175.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-vila-cordeiro-sao-paulo-175m2-id-2839116913/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 3.640,R$ 1.350,R$ 210,Rua Guararapes,"Flat para alugar com 48 m², 1 quarto, 1 banheiro, 1 vaga emBrooklin Paulista, São Paulo",1.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-brooklin-paulista-sao-paulo-48m2-id-2853404591/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 2.470,R$ 1.200,R$ 230,Rua da Consolação,"Flat para alugar com 34 m², 1 quarto, 1 banheiro, 1 vaga emCerqueira César, São Paulo",1.0,1,34.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-cerqueira-cesar-sao-paulo-34m2-id-2853844030/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 4.300,R$ 2.250,R$ 450,Rua Pedroso Alvarenga,"Flat para alugar com 43 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,43.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-43m2-id-2853475223/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 6.500,R$ 650,R$ 400,Rua Doutor Rubens Gomes Bueno,"Apartamento para alugar com 96 m², 2 quartos, 2 banheiros, 2 vagas emVárzea de Baixo, São Paulo",2.0,2,96.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-varzea-de-baixo-sao-paulo-96m2-id-2849876031/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 5.900,R$ 1.850,,Rua Mário Augusto do Carmo,"Apartamento para alugar com 140 m², 3 quartos, 4 banheiros, 3 vagas emJardim Avelino, São Paulo",3.0,4,140.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-jardim-avelino-sao-paulo-140m2-id-2770170516/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 8.990,R$ 1.540,R$ 750,Rua Cotoxó,"Apartamento para alugar com 178 m², 4 quartos, 3 banheiros, 2 vagas emPerdizes, São Paulo",4.0,3,178.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-perdizes-sao-paulo-178m2-id-2795537127/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
R$ 3.945,R$ 950,R$ 105,Rua Doutor João Clímaco Pereira,"Flat para alugar com 38 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,38.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-38m2-id-2855463465/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:40:50
