geometry,direction,highway,leisure,natural,access,name,addr:housenumber,addr:street,description,fee,tourism,garden:type,addr:city,gtfs_id,network:short,public_transport:version,route_ref,wheelchair,garden:style,addr:postcode,addr:suburb,opening_hours,operator,operator:type,dog,nohousenumber,park:type,short_name,note,old_name,place,wikidata,wikimedia_commons,wikipedia,barrier,related_law,start_date,surface,internet_access,internet_access:fee,internet_access:operator,operator:wikidata,ownership,phone,website,grass,landuse,name:pt,layer,alt_name,contact:phone,contact:website,official_name,GNS:id,name:en,name:es,source,man_made,contact:email,contact:facebook,contact:twitter,contact:youtube,loc_name,opening_hours:covid19,name:it,name:ja,name:tr,wikipedia:pt,amenity,community_centre,footway,hotspot,toilets:wheelchair,tree,sport,park_type,addr:country,animal,name:etymology:wikidata,foot,is_in:city,is_in:country,is_in:country_code,is_in:iso_3166_2,name:ar,name:fr,name:id,name:ja-Hira,name:ko,name:ru,name:vi,name:zh,wikipedia:en,ele,square,club,location,substation,addr:state,denomination,diocese,email,heritage,heritage:operator,historic,iphan:classification,iphan:inscription_date,iphan:status,iphan:tombo,monastery:type,ref:iphan,religion,parking,owner,owner:wikidata,check_date:opening_hours,disused:garden:type,disused:leisure,postal_code,smoking,check_date,boundary,governance_type,protect_class,protection_title,source:name,addr:full,fax,height,lit,fixme,building,shop,toilets,area:highway,lg_nome,lg_tipo,lg_prep,lg_titulo,level,grassland,official_name:en,park_ride,junction,park,fence_type,related_law:url,abandoned,leaf_type,noname,addr:district,area,width,leaf_cycle,plant,plants,urban,denotation,architect,fitness_station,ruins,heating,proposed:landuse,type,bicycle,horse,name:etymology,old_website,site,traffic_calming,note:2,playground
"POLYGON ((-46.5417948 -23.5747419, -46.5418103 -23.5748286, -46.5421093 -23.5747831, -46.542403 -23.5747229, -46.5429851 -23.5747032, -46.5436841 -23.5747747, -46.5438855 -23.5748106, -46.5441237 -23.5748373, -46.5445586 -23.5748932, -46.5445861 -23.5747963, -46.5445795 -23.5747345, -46.5434585 -23.5746064, -46.5429576 -23.5745698, -46.5428724 -23.5745711, -46.5423296 -23.5746178, -46.5420629 -23.5746756, -46.5418457 -23.5747149, -46.5417948 -23.5747419))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5446751 -23.5747547, -46.544678 -23.5748842, -46.5449608 -23.5748676, -46.5452413 -23.5748253, -46.5457185 -23.5747189, -46.5460307 -23.5746418, -46.5459202 -23.5745369, -46.5456 -23.5746322, -46.545239 -23.5747087, -46.5450143 -23.5747354, -46.5448707 -23.5747472, -46.5446751 -23.5747547))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5382407 -23.5736772, -46.538145 -23.5737098, -46.5380301 -23.5737424, -46.5380496 -23.5738031, -46.5380686 -23.5738658, -46.5381974 -23.5738296, -46.5381958 -23.5738041, -46.5381893 -23.5737704, -46.5381526 -23.5737731, -46.5381463 -23.5737566, -46.5382222 -23.5737419, -46.5382553 -23.5737173, -46.5382483 -23.5736983, -46.5382458 -23.5736918, -46.5382407 -23.5736772))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5284093 -23.5793045, -46.5283894 -23.5793002, -46.5283474 -23.5793133, -46.5282654 -23.5793572, -46.5282327 -23.5793976, -46.5282846 -23.5794096, -46.5283377 -23.5794048, -46.5283275 -23.5794409, -46.52843 -23.579431, -46.5284326 -23.5793727, -46.528416 -23.5793176, -46.5284093 -23.5793045))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7200604 -23.5768158, -46.7200338 -23.576829, -46.7200039 -23.5768332, -46.7199742 -23.5768279, -46.7199482 -23.5768136, -46.7199291 -23.5767922, -46.7199189 -23.5767661, -46.7199196 -23.5767357, -46.7199324 -23.5767078, -46.7199556 -23.5766861, -46.7199858 -23.5766739, -46.7200188 -23.5766726, -46.7200465 -23.5766809, -46.7200697 -23.576697, -46.720086 -23.5767191, -46.7200935 -23.5767449, -46.7200914 -23.5767715, -46.7200799 -23.5767961, -46.7200604 -23.5768158))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7283393 -23.5689544, -46.7283001 -23.5689416, -46.7282957 -23.5689433, -46.7283204 -23.5689957, -46.7283238 -23.5689939, -46.7283393 -23.5689544))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7284053 -23.5688866, -46.7283436 -23.5690216, -46.7282963 -23.5690405, -46.728302 -23.5690513, -46.7283308 -23.5690938, -46.7283496 -23.5690812, -46.7284171 -23.5689246, -46.7284053 -23.5688866))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7282638 -23.5689535, -46.7282511 -23.5689586, -46.7282777 -23.5690135, -46.7282904 -23.5690084, -46.7282638 -23.5689535))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7282209 -23.5689713, -46.7282141 -23.5689738, -46.7282001 -23.5690099, -46.7282402 -23.5690265, -46.7282456 -23.5690258, -46.7282209 -23.5689713))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7281209 -23.5688889, -46.7281169 -23.5689003, -46.7280937 -23.568893, -46.7280869 -23.568908, -46.7280933 -23.5689541, -46.7280857 -23.5689728, -46.7280625 -23.568964, -46.7280501 -23.5688819, -46.7280566 -23.5688685, -46.7281209 -23.5688889))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7280238 -23.5689292, -46.7280255 -23.5689534, -46.7279489 -23.5689301, -46.7279031 -23.5689163, -46.7279166 -23.5688846, -46.7279295 -23.5689002, -46.7280238 -23.5689292))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7279489 -23.5689301, -46.7279336 -23.568963, -46.727892 -23.5689695, -46.7278639 -23.568861, -46.7278422 -23.5688658, -46.7278328 -23.5688213, -46.7278764 -23.5688108, -46.7278842 -23.5688418, -46.727875 -23.5688664, -46.7278791 -23.5688921, -46.7279055 -23.5689023, -46.7279031 -23.5689163, -46.7279489 -23.5689301))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7277037 -23.5696432, -46.727697 -23.5696601, -46.727495 -23.5695924, -46.7274864 -23.5695704, -46.7277037 -23.5696432))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7277986 -23.5688541, -46.7278026 -23.5688702, -46.7277475 -23.5688804, -46.7277211 -23.5687735, -46.72786 -23.5687467, -46.72786 -23.5687533, -46.7277416 -23.5687752, -46.727763 -23.5688617, -46.7277986 -23.5688541))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7281763 -23.5690486, -46.7281713 -23.5690607, -46.7281843 -23.5690652, -46.7281776 -23.5690816, -46.7280165 -23.5690266, -46.7280222 -23.5690125, -46.7280415 -23.5690191, -46.7280474 -23.5690046, -46.7281763 -23.5690486))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7280104 -23.5689937, -46.728001 -23.5690195, -46.727947 -23.5690011, -46.7278991 -23.5691215, -46.7278783 -23.5691186, -46.7278897 -23.5690891, -46.7278627 -23.5690805, -46.7279001 -23.568989, -46.7279615 -23.5689737, -46.7280104 -23.5689937))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.727851 -23.5691311, -46.7278287 -23.5691236, -46.7277297 -23.5691419, -46.7277321 -23.5691547, -46.727851 -23.5691311))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7276007 -23.5688386, -46.7276158 -23.568894, -46.7275994 -23.5689228, -46.7275856 -23.5688663, -46.7275604 -23.5688709, -46.7275553 -23.568849, -46.7276007 -23.5688386))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7275044 -23.5688227, -46.7274881 -23.568826, -46.7275166 -23.5689432, -46.7275329 -23.5689398, -46.7275044 -23.5688227))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7281814 -23.569127, -46.7281775 -23.569139, -46.7282327 -23.569233, -46.7282491 -23.5692268, -46.7281814 -23.569127))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7282304 -23.5690776, -46.728221 -23.5690648, -46.7282058 -23.5690594, -46.7281817 -23.5691222, -46.7281917 -23.5691372, -46.728245 -23.5691152, -46.7282304 -23.5690776))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6990967 -23.5251091, -46.6990996 -23.5252548, -46.6991566 -23.5252543, -46.699158 -23.5253111, -46.6991007 -23.5253109, -46.6991032 -23.5254412, -46.6991858 -23.5254412, -46.6991791 -23.5252905, -46.6991731 -23.5251565, -46.6991709 -23.5251068, -46.6990967 -23.5251091))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7051336 -23.5239466, -46.705097 -23.5239719, -46.7050714 -23.5239901, -46.7050418 -23.5240183, -46.7050157 -23.5240169, -46.7050117 -23.5239913, -46.7049496 -23.5239138, -46.7049738 -23.5239006, -46.7049809 -23.5239026, -46.7051233 -23.5239436, -46.7051336 -23.5239466))",,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6281857 -23.6488693, -46.6278929 -23.6488685, -46.6278928 -23.6488924, -46.6277323 -23.6488918, -46.6277247 -23.6491833, -46.628184 -23.6491888, -46.628186 -23.6489916, -46.6282975 -23.6489904, -46.6283029 -23.6482963, -46.6281841 -23.6482966, -46.6281833 -23.6484736, -46.6281537 -23.6484735, -46.6281505 -23.6485958, -46.6281891 -23.6485962, -46.6281857 -23.6488693))",,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6281056 -23.6484733, -46.628105 -23.6485954, -46.6278941 -23.6485946, -46.6278947 -23.6484725, -46.6279924 -23.6484728, -46.6281056 -23.6484733))",,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.633522 -23.65003, -46.6335082 -23.6500094, -46.6334892 -23.6499945, -46.6334841 -23.6499923, -46.633478 -23.6499905, -46.6334715 -23.6499902, -46.6334232 -23.6499914, -46.6334141 -23.6499933, -46.6334072 -23.6499967, -46.6333891 -23.6500138, -46.6333878 -23.6500186, -46.6333889 -23.6500227, -46.6337492 -23.6508792, -46.633763 -23.6508845, -46.6338027 -23.6508863, -46.6338701 -23.6508779, -46.6338969 -23.6508683, -46.6339144 -23.6508557, -46.633522 -23.65003))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7251581 -23.6468522, -46.7251052 -23.6471368, -46.7244347 -23.6471462, -46.7244375 -23.6469468, -46.724685 -23.6469455, -46.7247597 -23.6469442, -46.7249059 -23.6469562, -46.7249783 -23.6469609, -46.7250184 -23.6469579, -46.725032 -23.6469545, -46.7250371 -23.6468608, -46.7251127 -23.6468554, -46.7251581 -23.6468522))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6685151 -23.5208305, -46.6680873 -23.5203497, -46.6680688 -23.5203489, -46.6680205 -23.5203812, -46.6679609 -23.5204061, -46.6678957 -23.5204233, -46.6678364 -23.520425, -46.6678217 -23.5204309, -46.6678216 -23.5204497, -46.6678311 -23.5204653, -46.6678955 -23.5205341, -46.6680015 -23.5206288, -46.6681167 -23.5207035, -46.668511 -23.5208474, -46.6685151 -23.5208305))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7168919 -23.7663418, -46.7168929 -23.7663572, -46.7169163 -23.7663559, -46.7169153 -23.7663406, -46.7168919 -23.7663418))",,,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7198051 -23.5882458, -46.7197375 -23.5883672, -46.7195991 -23.5883026, -46.719553 -23.5882812, -46.7195976 -23.5882011, -46.7196453 -23.5882235, -46.7196684 -23.588182, -46.7197361 -23.5882136, -46.7198051 -23.5882458))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6934784 -23.5335042, -46.6933889 -23.5336543, -46.6935226 -23.5337333, -46.6936886 -23.5338531, -46.6937154 -23.5338252, -46.6938868 -23.5339681, -46.6938844 -23.5339798, -46.6942096 -23.5341199, -46.6942059 -23.5341264, -46.694326 -23.5341654, -46.6943843 -23.5342115, -46.6944423 -23.5342749, -46.6944862 -23.5342807, -46.6945134 -23.534301, -46.6945405 -23.5342816, -46.6944467 -23.5342005, -46.6943437 -23.5341362, -46.6942317 -23.5340929, -46.6942143 -23.5341043, -46.6940245 -23.5340336, -46.6939146 -23.5339586, -46.6939018 -23.533942, -46.6937158 -23.5337834, -46.6936081 -23.5337031, -46.6935401 -23.5336709, -46.6935796 -23.5336324, -46.6934784 -23.5335042))",,,park,,,Parque Linear dos Bichinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4442723 -23.5969805, -46.4445114 -23.5969623, -46.4445478 -23.5960123, -46.4443721 -23.5959933, -46.4442723 -23.5969805))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5706057 -23.5528483, -46.5706173 -23.5529358, -46.5704568 -23.5529541, -46.5704452 -23.5528653, -46.5706057 -23.5528483))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.619039 -23.5024806, -46.6190818 -23.5024586, -46.6191254 -23.5024269, -46.6191539 -23.5023787, -46.6191825 -23.5022264, -46.6191885 -23.502205, -46.6192103 -23.5021926, -46.6192388 -23.502183, -46.6192569 -23.5021892, -46.6192644 -23.5022147, -46.6192606 -23.5022733, -46.6192313 -23.5023387, -46.6192336 -23.5023966, -46.6192734 -23.5024551, -46.6193823 -23.5025778, -46.6192757 -23.5025502, -46.6191254 -23.5025282, -46.619063 -23.5025213, -46.6190277 -23.5025247, -46.6190146 -23.5025027, -46.619039 -23.5024806))",,,garden,,yes,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4808455 -23.6127169, -46.481061 -23.6126976, -46.4812425 -23.6126867, -46.4812593 -23.6127406, -46.4812523 -23.6127418, -46.4808798 -23.6128276, -46.4805247 -23.6129065, -46.4804789 -23.6129166, -46.4803951 -23.6129351, -46.4803578 -23.6129458, -46.4801097 -23.6129668, -46.4799392 -23.6129811, -46.4794823 -23.6129517, -46.4794903 -23.6129002, -46.4797371 -23.612852, -46.4808455 -23.6127169))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.662681 -23.6393552, -46.6626857 -23.6393423, -46.662616 -23.639323, -46.6626321 -23.6392713, -46.662523 -23.6392408, -46.6625324 -23.6392123, -46.6624877 -23.639199, -46.6624614 -23.6392795, -46.6624633 -23.6392898, -46.662473 -23.6392964, -46.6625943 -23.6393307, -46.662681 -23.6393552))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6635709 -23.6404425, -46.6631582 -23.6403246, -46.6630939 -23.6405134, -46.6631535 -23.6405304, -46.6631416 -23.6405654, -46.6632246 -23.6405891, -46.6632354 -23.6405574, -46.6633501 -23.6405901, -46.6633385 -23.6406242, -46.663494 -23.6406686, -46.6635709 -23.6404425))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.660049 -23.6119155, -46.6599096 -23.6120249, -46.6598557 -23.6119683, -46.6599194 -23.6119174, -46.6599957 -23.6118564, -46.660049 -23.6119155))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6032844 -23.525035, -46.6034113 -23.5250455, -46.6034002 -23.5251381, -46.603263 -23.5251251, -46.6032713 -23.5250339, -46.6032844 -23.525035))",,,garden,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
